"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
530237,"occ",21550,,54142,"Kentriodon ? sp.","genus",36743,"","Kentriodon","genus",36743,"Waitakian","",25.2,21.7,29544
1266225,"occ",,,168233,"Delphinapterus leucas","species",65078,"","Delphinapterus leucas","species",64545,"Holocene","",0.0117,0,55092
928455,"occ",,,13300,"Piscolithax sp.","genus",36811,"","Piscolithax","genus",36811,"Messinian","Zanclean",7.246,3.6,35405
777725,"occ",,,83486,"Physeter macrocephalus","species",68698,"","Physeter macrocephalus","species",68698,"Holocene","",0.0117,0,27683
751061,"occ",,,80364,"Saurocetes argentinus","species",63503,"","Saurocetes argentinus","species",63503,"Late Miocene","",11.608,5.333,27017
813612,"occ",,,89533,"Eurhinodelphis cristatus","species",67734,"recombined as","Xiphiacetus cristatus","species",64644,"Burdigalian","Serravallian",20.44,11.62,19106
1341982,"occ",,,181413,"cf. Zarhachis flagellator","species",63658,"","Zarhachis flagellator","species",63658,"Burdigalian","",20.44,15.97,60350
1011637,"occ",,,118104,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Zanclean","",5.333,3.6,39764
622553,"occ",,,66960,"Herpetocetus n. sp. scaldiensis","species",64450,"","Herpetocetus scaldiensis","species",64450,"Tortonian","",11.62,7.246,19106
595321,"occ",,,63086,"Odontoceti indet.","suborder",42937,"","Odontoceti","suborder",42937,"Chattian","",28.1,23.03,18169
1264534,"occ",,,167972,"Megaptera novaeangliae","species",70685,"","Megaptera novaeangliae","species",64491,"Holocene","",0.0117,0,54979
874450,"occ",,,61929,"Cetacea indet.","unranked clade",36652,"","Cetacea","unranked clade",36652,"Zanclean","Piacenzian",5.333,2.588,33100
1018594,"occ",,,124707,"Zygorhiza kochii","species",53292,"","Zygorhiza kochii","species",63069,"Priabonian","",38,33.9,8335
1264564,"occ",,,167993,"Sousa teuszii","species",128812,"","Sousa teuszii","species",69752,"Holocene","",0.0117,0,54986
481504,"occ",,,48092,"Plesiocetus dubius ?","species",69857,"nomen dubium","Plesiocetus","genus",36817,"Tortonian","",11.62,7.246,12873
777711,"occ",,,83473,"Globicephala macrorhynchus","species",69995,"","Globicephala macrorhynchus","species",69994,"Holocene","",0.0117,0,27683
709264,"occ",,,76013,"Grampus griseus","species",63557,"","Grampus griseus","species",63556,"Early Pliocene","",5.333,3.6,12148
798817,"occ",,,86913,"Berardius n. sp. hectori","species",142141,"subjective synonym of","Mesoplodon grayi","species",81913,"Holocene","",0.0117,0,12161
506107,"occ",,,51330,"Cetotheriidae indet.","family",42973,"","Cetotheriidae","family",66751,"Early Miocene","Middle Miocene",23.03,11.608,12558
520935,"occ",,,28039,"Orcinus sp.","genus",36787,"","Orcinus","genus",36787,"Waipipian","",3.6,3,14399
1370724,"occ",,,187090,"Neoceti indet.","unranked clade",63145,"","Neoceti","unranked clade",63145,"Early Oligocene","Early Miocene",33.9,15.97,62760
1266228,"occ",,,168240,"Neophocaena phocaenoides","species",64883,"","Neophocaena phocaenoides","species",64547,"Holocene","",0.0117,0,55093
1220635,"occ",,,159711,"Tursiops truncatus","species",64472,"","Tursiops truncatus","species",102834,"Holocene","",0.0117,0,32630
813620,"occ",,,67029,"Balaenoptera musculoides","species",64864,"nomen dubium","Balaenopteridae","family",42977,"Pliocene","",5.333,2.588,19106
1348680,"occ",,,45784,"Sitsqwayk n. sp. cornishorum","species",347954,"","Sitsqwayk cornishorum","species",347954,"Chattian","",28.1,23.03,60914
1264540,"occ",,,167978,"Caperea marginata","species",77391,"","Caperea marginata","species",64496,"Holocene","",0.0117,0,54981
1266243,"occ",,,168252,"Physeter macrocephalus","species",68698,"","Physeter macrocephalus","species",68698,"Holocene","",0.0117,0,55094
463670,"occ",,,28307,"Prosqualodon n. sp. davidis","species",63632,"","Prosqualodon davidis","species",63632,"Aquitanian","",23.03,20.44,12185
683505,"occ",23978,,73664,"Delphinapterus leucas","species",65078,"","Delphinapterus leucas","species",64545,"Late Pleistocene","",0.126,0.0117,33072
968843,"occ",,,114718,"Janjucetus hunderi","species",84035,"","Janjucetus hunderi","species",84035,"Chattian","",28.1,23.03,37187
826852,"occ",,,91183,"Mysticeti indet.","suborder",42971,"","Mysticeti","suborder",42971,"Piacenzian","",3.6,2.588,30676
494408,"occ",,,47125,"Schizodelphis longirostris","species",69894,"recombined as","Eurhinodelphis longirostris","species",69732,"Burdigalian","Messinian",20.44,5.333,13419
666829,"occ",,,71801,"Delphinidae indet.","family",42953,"","Delphinidae","family",42953,"Langhian","",15.97,13.82,24251
1320528,"occ",,,176512,"n. gen. Ninjadelphis n. sp. ujiharai","species",338952,"","Ninjadelphis ujiharai","species",338952,"Burdigalian","",20.44,15.97,58604
798945,"occ",,,86927,"Balaena n. sp. musculus","species",70696,"recombined as","Balaenoptera musculus","species",70696,"Holocene","",0.0117,0,12161
467902,"occ",,,46523,"Schizodelphis sp.","genus",36848,"","Schizodelphis","genus",36848,"Burdigalian","",20.44,15.97,12186
969059,"occ",,,114830,"Squalodon sp.","genus",36852,"","Squalodon","genus",36852,"Burdigalian","Langhian",20.44,13.82,37209
788375,"occ",,,48093,"Ziphius n. sp. compressus","species",70381,"","Ziphius compressus","species",70381,"Gelasian","",2.588,1.806,14624
872315,"occ",,,96681,"Eschrichtius robustus","species",81900,"","Eschrichtius robustus","species",64488,"Pleistocene","",2.588,0.0117,32897
1266815,"occ",,,168352,"Ziphius cavirostris","species",64703,"","Ziphius cavirostris","species",64703,"Holocene","",0.0117,0,55079
137494,"occ",,,11601,"Argyrocetus joaquinensis","species",69897,"","Argyrocetus joaquinensis","species",69897,"Aquitanian","",23.03,20.44,4175
496010,"occ",,,50068,"Delphinidae indet.","family",42953,"","Delphinidae","family",42953,"Zanclean","",5.333,3.6,13448
536557,"occ",,,55517,"Squalodon sp.","genus",36852,"","Squalodon","genus",36852,"Langhian","",15.97,13.82,6031
557347,"occ",,,57701,"Balaenoptera n. sp. rostratella","species",64848,"nomen dubium","Balaenopteridae","family",42977,"Zanclean","",5.333,3.6,12641
1156907,"occ",,,148405,"Orycterocetus crocodilinus","species",68215,"","Orycterocetus crocodilinus","species",68215,"Miocene","",23.03,5.333,15322
461057,"occ",,,18535,"Hadrodelphis sp.","genus",36722,"","Hadrodelphis","genus",36722,"Zanclean","",5.333,3.6,2613
478298,"occ",,,47465,"n. gen. Protobalaena sp.","genus",36832,"nomen dubium","Mysticeti","suborder",42971,"Late Miocene","Late Pliocene",11.608,2.588,12761
